fecha_cartera,archivo,hoja,fila_excel_aprox,afp,fondo,valor,tipo_valor,participacion_reportada,identificador_especifico,categoria_instrumento,estado_pareja,moneda,total_canonico,participacion_calculada_pct,estado_refinado,fila_categoria_origen,total_refinado,participacion_hoja3_refinada_pct,motivo,fuente,grupo,entidad_administradora,isin,seccion,estado_identificacion,instrumento_sin_isin,fila_instrumento_origen,participacion_hoja10_refinada_pct
2026-01-30,CA-0001-en2026.XLS,10,51,Profuturo,3,36231.7139034065,miles_soles,0.0101814722574817,,,,,2445016.2933374285,1.481859814273487,entidad_sin_isin_pendiente,,2133992.3517688075,,sin_isin_y_sin_pareja_de_fondo,hoja_10,45.0,GBP,,,entidad_sin_isin,,,1.6978371020577945
2026-01-30,CA-0001-en2026.XLS,10,55,Profuturo,3,38445.62828936,miles_soles,0.0108036042372473,,,,,2445016.2933374285,1.5724078565088828,entidad_sin_isin_pendiente,,2133992.3517688075,,sin_isin_y_sin_pareja_de_fondo,hoja_10,49.0,USD,,,entidad_sin_isin,,,1.8015822904657308
2026-01-30,CA-0001-en2026.XLS,10,423,Profuturo,3,51368.7284068592,miles_soles,0.0144351240068546,,,,,2445016.2933374285,2.100956486336591,entidad_sin_isin_pendiente,,2133992.3517688075,,sin_isin_y_sin_pareja_de_fondo,hoja_10,172.0,"Altamar Capital Privado, S.G.E.C.R.",,,entidad_sin_isin,,,2.407165534791213
2026-01-30,CA-0001-en2026.XLS,10,424,Profuturo,3,3341.7087327436,miles_soles,0.0009390534172829,,,,EUR,2445016.2933374285,0.1366742930036753,entidad_sin_isin_pendiente,,2133992.3517688075,,sin_isin_y_sin_pareja_de_fondo,hoja_10,173.0,"Altamar V - Private Equity Program 2010, F.C.R (de Régimen Simplificado)",,,entidad_sin_isin,,,0.15659422256006444
2026-01-30,CA-0001-en2026.XLS,10,425,Profuturo,3,48027.0196741156,miles_soles,0.0134960705895716,,,,EUR,2445016.2933374285,1.964282193332916,entidad_sin_isin_pendiente,,2133992.3517688075,,sin_isin_y_sin_pareja_de_fondo,hoja_10,174.0,"Altamar Global Private Equity Program VIII, FCR",,,entidad_sin_isin,,,2.250571312231149
2026-01-30,CA-0001-en2026.XLS,10,438,Profuturo,3,1855.8758002418,miles_soles,0.000521519573263,,,,,2445016.2933374285,0.0759044348824581,entidad_sin_isin_pendiente,,2133992.3517688075,,sin_isin_y_sin_pareja_de_fondo,hoja_10,187.0,HarbourVest IX-Buyout Associates LLC,,,entidad_sin_isin,,,0.08696731263837548
2026-01-30,CA-0001-en2026.XLS,10,439,Profuturo,3,1855.8758002418,miles_soles,0.000521519573263,,,,USD,2445016.2933374285,0.0759044348824581,entidad_sin_isin_pendiente,,2133992.3517688075,,sin_isin_y_sin_pareja_de_fondo,hoja_10,188.0,Harvour vest Buyout,,,entidad_sin_isin,,,0.08696731263837548
2026-01-30,CA-0001-en2026.XLS,10,462,Profuturo,3,36463.37256035381,miles_soles,0.0102465706460151,,,,,2445016.2933374285,1.491334542829634,entidad_sin_isin_pendiente,,2133992.3517688075,,sin_isin_y_sin_pareja_de_fondo,hoja_10,210.0,PAI Europe VI General Partner S.A.R.L.,,,entidad_sin_isin,,,1.7086927481314695
2026-01-30,CA-0001-en2026.XLS,10,463,Profuturo,3,5900.9831040654,miles_soles,0.0016582349906517,,,,EUR,2445016.2933374285,0.2413473938863042,entidad_sin_isin_pendiente,,2133992.3517688075,,sin_isin_y_sin_pareja_de_fondo,hoja_10,211.0,PAI Europe VI -1 FPCI,,,entidad_sin_isin,,,0.2765231608807893
2026-01-30,CA-0001-en2026.XLS,10,464,Profuturo,3,30562.3894562884,miles_soles,0.0085883356553634,,,,EUR,2445016.2933374285,1.2499871489433296,entidad_sin_isin_pendiente,,2133992.3517688075,,sin_isin_y_sin_pareja_de_fondo,hoja_10,212.0,PAI Europe VI -1 SCSP,,,entidad_sin_isin,,,1.4321695872506797
2026-01-30,CA-0001-en2026.XLS,10,487,Profuturo,3,4481.1685289005,miles_soles,0.0012592529621904,,,,,2445016.2933374285,0.1832776550860419,entidad_sin_isin_pendiente,,2133992.3517688075,,sin_isin_y_sin_pareja_de_fondo,hoja_10,234.0,ICG Europe Fund VI GP Limited,,,entidad_sin_isin,,,0.20998990578322282
2026-01-30,CA-0001-en2026.XLS,10,514,Profuturo,3,31369.619655019,miles_soles,0.0088151753763793,,,,,2445016.2933374285,1.2830024789814267,entidad_sin_isin_pendiente,,2133992.3517688075,,sin_isin_y_sin_pareja_de_fondo,hoja_10,260.0,PAI Europe VII GP S.à r.l.,,,entidad_sin_isin,,,1.4699968174214677
2026-01-30,CA-0001-en2026.XLS,10,515,Profuturo,3,20675.4105374014,miles_soles,0.0058099961641286,,,,EUR,2445016.2933374285,0.8456144277541653,entidad_sin_isin_pendiente,,2133992.3517688075,,sin_isin_y_sin_pareja_de_fondo,hoja_10,261.0,PAI Europe VII-1 SCSp,,,entidad_sin_isin,,,0.9688605734816305
2026-01-30,CA-0001-en2026.XLS,10,516,Profuturo,3,10694.2091176176,miles_soles,0.0030051792122507,,,,EUR,2445016.2933374285,0.4373880512272614,entidad_sin_isin_pendiente,,2133992.3517688075,,sin_isin_y_sin_pareja_de_fondo,hoja_10,262.0,PAI Europe VII-1 S.L.P.,,,entidad_sin_isin,,,0.5011362439398372
