fecha_cartera,archivo,hoja,fila_excel_aprox,afp,fondo,valor,tipo_valor,participacion_reportada,grupo,entidad_administradora,isin,moneda,seccion,estado_identificacion,total_canonico,participacion_calculada_pct,instrumento_sin_isin,estado_refinado,fila_instrumento_origen,total_refinado,participacion_hoja10_refinada_pct
2026-01-30,CA-0001-en2026.XLS,10,487,Habitat,3,21.8329527628,miles_soles,4.378645802643819e-06,234,ICG Europe Fund VI GP Limited,,,,entidad_sin_isin,2736482.735417546,0.0007978472686935,,entidad_sin_isin_pendiente,,2710476.0101406495,0.0008055025272725828
2026-01-30,CA-0001-en2026.XLS,10,489,Habitat,3,21.8329527628,miles_soles,4.378645802643819e-06,235,ICG EUROPE FUND VI FEEDER LIMITED PARTNERSHIP,PRIVFAEICG9F,EUR,,isin,2736482.735417546,0.0007978472686935,,isin,,2710476.0101406495,0.0008055025272725828
2026-01-30,CA-0001-en2026.XLS,10,510,Habitat,3,5259.3041962568,miles_soles,0.0010547648086796,256,"MREP-SCIF II GP, L.P.",,USD,,entidad_sin_isin,2736482.735417546,0.192192120497859,Metropolitan Real Estate Partners Secondaries Fund EUI-II L.P.,fondo_sin_isin_pareja_exacta,511.0,2710476.0101406495,0.1940361831862843
2026-01-30,CA-0001-en2026.XLS,10,523,Habitat,3,13156.8393604685,miles_soles,0.0026386325325602,269,Lexington Partners GP Holdings IX LLC,,,,entidad_sin_isin,2736482.735417546,0.4807938011149544,,entidad_sin_isin_pendiente,,2710476.0101406495,0.48540696583349496
2026-01-30,CA-0001-en2026.XLS,10,524,Habitat,3,13156.8393604685,miles_soles,0.0026386325325602,270,"LCP IX Peru, L.P",,USD,,entidad_sin_isin,2736482.735417546,0.4807938011149544,,entidad_sin_isin_pendiente,,2710476.0101406495,0.48540696583349496
2026-01-30,CA-0001-en2026.XLS,10,525,Habitat,3,7657.4745996134,miles_soles,0.0015357230594836,271,FRO Fund III GP LLC,,USD,,entidad_sin_isin,2736482.735417546,0.2798290849967663,Fortress Real Estate Opportunities Fund III (C) L.P.,fondo_sin_isin_pareja_exacta,526.0,2710476.0101406495,0.2825140149171084
2026-01-30,CA-0001-en2026.XLS,10,527,Habitat,3,3383.0220025032,miles_soles,0.0006784723647985,273,TS European VIII GP S.á.r.l,,,,entidad_sin_isin,2736482.735417546,0.1236266525170312,,entidad_sin_isin_pendiente,,2710476.0101406495,0.1248128369277709
2026-01-30,CA-0001-en2026.XLS,10,528,Habitat,3,3383.0220025032,miles_soles,0.0006784723647985,274,Tishman Speyer European Real Estate Venture VIII SCSp,,EUR,,entidad_sin_isin,2736482.735417546,0.1236266525170312,,entidad_sin_isin_pendiente,,2710476.0101406495,0.1248128369277709
2026-01-30,CA-0001-en2026.XLS,10,529,Habitat,3,13089.9464810258,miles_soles,0.0026252170212008,275,ASF VIII GP Limited,,USD,,entidad_sin_isin,2736482.735417546,0.4783493172314304,ASF VIII L.P.,fondo_sin_isin_pareja_exacta,530.0,2710476.0101406495,0.48293902739048955
2026-01-30,CA-0001-en2026.XLS,10,534,Habitat,3,14597.8919785521,miles_soles,0.0029276387456049,279,"PGSF VI Feeder GP, LLC",PRIVFAEPGSF6,USD,,isin,2736482.735417546,0.5334545615660419,,isin,,2710476.0101406495,0.5385730006071737
2026-01-30,CA-0001-en2026.XLS,10,536,Habitat,3,14751.9588746635,miles_soles,0.0029585371941708,280,CVC Credit Partners Global Special Situations,PRIVFAECVCII,USD,,isin,2736482.735417546,0.5390846682031989,,isin,,2710476.0101406495,0.5442571275108982
2026-01-30,CA-0001-en2026.XLS,10,538,Habitat,3,55668.9752350768,miles_soles,0.0111645331439489,281,EQT Infrastructure IV (GP) SCS,PRIVFAEEQTI4,USD,,isin,2736482.735417546,2.034325834202004,,isin,,2710476.0101406495,2.053844971392611
2026-01-30,CA-0001-en2026.XLS,10,539,Habitat,3,13925.4114074824,miles_soles,0.0027927713155387,281,EQT Infrastructure IV (GP) SCS,PRIVFAEEQTI6,EUR,,isin,2736482.735417546,0.5088799292335968,,isin,,2710476.0101406495,0.5137625773252941
2026-01-30,CA-0001-en2026.XLS,10,541,Habitat,3,10035.3803236602,miles_soles,0.002012617185111,282,"NB Private Debt Associates III, LP",PRIVFAENBDF3,USD,,isin,2736482.735417546,0.3667255120514748,,isin,,2710476.0101406495,0.370244203826746
2026-01-30,CA-0001-en2026.XLS,10,543,Habitat,3,27092.1274645354,miles_soles,0.0054333846409177,283,Cinven Capital Management (VII) Limited Partn,PRIVFAECCM7F,EUR,,isin,2736482.735417546,0.9900346570394698,,isin,,2710476.0101406495,0.9995339329024189
2026-01-30,CA-0001-en2026.XLS,10,547,Habitat,3,6076.7104246464,miles_soles,0.0012186973921409,285,Strategic Partners Fund Solutions GP (Offshor,PRIVFAESPOS8,USD,,isin,2736482.735417546,0.2220628088018682,,isin,,2710476.0101406495,0.22419347752615132
2026-01-30,CA-0001-en2026.XLS,10,549,Habitat,3,25767.9684866801,miles_soles,0.0051678216997337,286,Hamilton Lane Global SMID II GP LLC,PRIVFAEHLGII,USD,,isin,2736482.735417546,0.9416455712719232,,isin,,2710476.0101406495,0.9506805590706177
2026-01-30,CA-0001-en2026.XLS,10,551,Habitat,3,8847.7999635294,miles_soles,0.0017744453805144,287,SPFSA RE VII L.L.C.,PRIVFAESPOR7,USD,,isin,2736482.735417546,0.3233274542175893,,isin,,2710476.0101406495,0.3264297463038707
2026-01-30,CA-0001-en2026.XLS,10,553,Habitat,3,10942.7161931127,miles_soles,0.002194585352199,288,"Oaktree Special Situations Fund II GP, L.P.",PRIVFAEOSF6F,USD,,isin,2736482.735417546,0.3998825226077301,,isin,,2710476.0101406495,0.40371935232678446
2026-01-30,CA-0001-en2026.XLS,10,555,Habitat,3,24617.4394056325,miles_soles,0.0049370806091318,289,"Platinum Equity Partners V, L.P.",PRIVFAEPECPV,USD,,isin,2736482.735417546,0.8996014879617449,,isin,,2710476.0101406495,0.9082330673111205
2026-01-30,CA-0001-en2026.XLS,10,557,Habitat,3,11678.9096173086,miles_soles,0.0023422305324827,290,APAX X USD Feeder L.P.,PRIVFAEA10FE,USD,,isin,2736482.735417546,0.4267854302953084,,isin,,2710476.0101406495,0.4308803905149696
2026-01-30,CA-0001-en2026.XLS,10,561,Habitat,3,22488.7991013687,miles_soles,0.0045101772014771,292,"Warburg Pincus Global Growth GP, L.P.",PRIVFAEWPGGF,USD,,isin,2736482.735417546,0.8218140319433533,,isin,,2710476.0101406495,0.8296992490334467
2026-01-30,CA-0001-en2026.XLS,10,567,Habitat,3,2413.4440642354,miles_soles,0.0004840214164611,295,Bain Capital Distressed and Special Situation,PRIVFAEBCDSS,USD,,isin,2736482.735417546,0.0881951138590737,,isin,,2710476.0101406495,0.08904133647396362
2026-01-30,CA-0001-en2026.XLS,10,569,Habitat,3,21733.059904699898,miles_soles,0.0043586120743347,296,"Insight Associates XI, L.P.",PRIVFAEIPCXI,USD,,isin,2736482.735417546,0.7941968580110103,,isin,,2710476.0101406495,0.801817091292837
2026-01-30,CA-0001-en2026.XLS,10,571,Habitat,3,60123.3382703284,miles_soles,0.0120578652653369,297,Antin Infrastructure Partners IV Luxembourg G,PRIVFAEAIP4B,EUR,,isin,2736482.735417546,2.197102780593808,,isin,,2710476.0101406495,2.218183745046632
