afp,identificador_final,tipo_identificador,isin,entidad_administradora,moneda_normalizada,primera_fecha,ultima_fecha,meses_presentes,peso_mediano_exterior,peso_promedio_exterior,peso_maximo_exterior,peso_mediano_total_fondo,escenario,meses_elegibles_afp,persistencia_pct
Profuturo,LU0106820292,isin,LU0106820292,Schroder Investment Management,EUR,2024-04-30,2024-09-30,6,0.018734011562327048,0.0202800337057738,0.0275240360406259,0.0090220609217925,ampliado_15pct,118,5.084745762711865
Profuturo,LU0113993397,isin,LU0113993397,GARTMORE,EUR,2015-01-30,2018-05-31,39,0.0510236514582314,0.04665607437217718,0.063604291359154,0.0324760936269758,ampliado_15pct,118,33.05084745762712
Profuturo,LU0113993397,isin,LU0113993397,GARTMORE,SIN_DATO,2015-02-27,2015-02-27,1,0.0204500858422521,0.0204500858422521,0.0204500858422521,0.0130541436634067,ampliado_15pct,118,0.847457627118644
Profuturo,LU0113993397,isin,LU0113993397,GARTMORE,USD,2018-03-30,2018-03-30,1,0.0132354784985564,0.0132354784985564,0.0132354784985564,0.0085200555830599,ampliado_15pct,118,0.847457627118644
Profuturo,LU0127786860,isin,LU0127786860,NNIPL,EUR,2015-01-30,2018-04-30,23,0.0210336854516074,0.018792501940325917,0.0239750409663688,0.0130295263305266,ampliado_15pct,118,19.491525423728813
Profuturo,LU0127786860,isin,LU0127786860,NNIPL,USD,2018-03-30,2018-03-30,1,0.0227644365182678,0.0227644365182678,0.0227644365182678,0.0146541180565428,ampliado_15pct,118,0.847457627118644
Profuturo,LU0132199406,isin,LU0132199406,PIONEER,USD,2016-07-29,2017-02-28,8,0.010122039296508449,0.009242888859437063,0.0106881824257159,0.006290478036749651,ampliado_15pct,118,6.779661016949152
Profuturo,LU0145647722,isin,LU0145647722,DWS,EUR,2015-01-30,2016-01-29,12,0.00384766278173625,0.0038445649245041915,0.0041714313145002,0.0024854526937941497,ampliado_15pct,118,10.16949152542373
Profuturo,LU0145647722,isin,LU0145647722,DWS,SIN_DATO,2015-02-27,2015-02-27,1,0.0036902680482397,0.0036902680482397,0.0036902680482397,0.0023556521781766,ampliado_15pct,118,0.847457627118644
Profuturo,LU0149084476,isin,LU0149084476,MORGAN STAN INV,SIN_DATO,2015-02-27,2015-02-27,1,0.0116028399577868,0.0116028399577868,0.0116028399577868,0.007406577208567,ampliado_15pct,118,0.847457627118644
Profuturo,LU0149084476,isin,LU0149084476,MORGAN STAN INV,USD,2015-01-30,2016-08-31,19,0.0117241527317748,0.007849952463381452,0.0131570835247915,0.0075342338574382,ampliado_15pct,118,16.101694915254235
Profuturo,LU0161305759,isin,LU0161305759,SCHRODER,EUR,2017-05-31,2018-08-31,16,0.01361440780212605,0.015448546574616369,0.0190148064449318,0.00859293103605275,ampliado_15pct,118,13.559322033898304
Profuturo,LU0181496059,isin,LU0181496059,SCHRODER,SIN_DATO,2018-03-30,2018-03-30,1,0.0240643044347201,0.0240643044347201,0.0240643044347201,0.0154908801652961,ampliado_15pct,118,0.847457627118644
Profuturo,LU0181496059,isin,LU0181496059,SCHRODER,USD,2018-01-31,2024-03-29,60,0.02547087690126275,0.03177942599513685,0.0662447295888427,0.015792441859721548,ampliado_15pct,118,50.847457627118644
Profuturo,LU0181496059,isin,LU0181496059,SCHRODER INVESTMENT MANAGEMENT,USD,2024-10-31,2025-06-30,9,5.2982304356082396e-08,5.2905620906978517e-08,5.884193257951303e-08,3.043154564694409e-08,ampliado_15pct,118,7.627118644067797
Profuturo,LU0181496059,isin,LU0181496059,Schroder Investment Management,USD,2024-04-30,2024-09-30,6,5.908889131176829e-08,5.9271127870565103e-08,6.372433799043507e-08,2.620906078353696e-08,ampliado_15pct,118,5.084745762711865
Profuturo,LU0212179997,isin,LU0212179997,BNP PARIBAS INV,EUR,2015-08-31,2017-04-28,21,0.0263591002648777,0.030565553428548914,0.0643907889828871,0.0162489912718183,ampliado_15pct,118,17.796610169491526
Profuturo,LU0231204701,isin,LU0231204701,FRANKLIN TEMP,USD,2024-02-29,2024-03-29,2,0.013334382172929801,0.013334382172929801,0.0135310776378425,0.0055166202512876,ampliado_15pct,118,1.694915254237288
Profuturo,LU0231204701,isin,LU0231204701,FRANKLIN TEMPLETON INTERNATIONAL SERVICES S.A,USD,2024-04-30,2025-06-30,15,1.1124132475457413e-07,0.0029678904371648477,0.013416959718622,5.917589388733918e-08,ampliado_15pct,118,12.711864406779661
Profuturo,LU0248056110,isin,LU0248056110,JP MORGAN ASSET MANAGMENT (EUROPE),USD,2025-05-30,2025-12-31,8,0.00905284737496825,0.0091329305744243,0.0097654027923998,0.0060059312263302505,ampliado_15pct,118,6.779661016949152
Profuturo,LU0255798018,isin,LU0255798018,Pic Asset Ma Eu,USD,2016-07-29,2016-10-31,4,0.00803811927071725,0.00804629556539645,0.0082622161546479,0.005033127231328901,ampliado_15pct,118,3.389830508474576
Profuturo,LU0345781172,isin,LU0345781172,Ninety One Global Natural Resources,USD,2024-10-31,2025-06-30,9,3.7681766319564274e-08,0.0029845834104815666,0.0095886330342211,2.230596001890166e-08,ampliado_15pct,118,7.627118644067797
Profuturo,LU0345781172,isin,LU0345781172,Ninety One Luxe,USD,2023-11-30,2024-03-29,5,0.0141650486074257,0.01389376787265674,0.0147104018740506,0.0059361427736206,ampliado_15pct,118,4.23728813559322
Profuturo,LU0345781172,isin,LU0345781172,Ninety One Luxembourg SA,USD,2024-04-30,2024-09-30,6,0.00975867453840735,0.010528723558069017,0.0151735164105654,0.0045920227672618,ampliado_15pct,118,5.084745762711865
Profuturo,LU0571488617,isin,LU0571488617,Robeco Luxembou,USD,2024-01-31,2024-03-29,3,0.0140478287781548,0.016760243782034567,0.0224984724967965,0.0057538625143508,ampliado_15pct,118,2.5423728813559325
Profuturo,LU0571488617,isin,LU0571488617,Robeco Luxembourg S.A.,USD,2024-04-30,2025-06-30,15,0.0066967380023226,0.008040204255480497,0.0327135023794113,0.0030237247503494,ampliado_15pct,118,12.711864406779661
Profuturo,LU0666200935,isin,LU0666200935,HSBC Global Asset Management (UK) Limited,USD,2024-08-30,2025-06-30,11,5.2794940878416945e-08,0.004707110234886354,0.0108880413077029,3.1432911397453014e-08,ampliado_15pct,118,9.322033898305085
Profuturo,LU0729060128,isin,LU0729060128,Amundi Asset,SIN_DATO,2018-03-30,2018-03-30,1,0.0201166673174073,0.0201166673174073,0.0201166673174073,0.0129496733880024,ampliado_15pct,118,0.847457627118644
Profuturo,LU0729060128,isin,LU0729060128,Amundi Asset,USD,2018-01-31,2024-03-29,60,0.021225390001290853,0.017698030148983804,0.0304953247414261,0.012588864875026001,ampliado_15pct,118,50.847457627118644
Profuturo,LU0729060128,isin,LU0729060128,Amundi Asset Management,USD,2024-04-30,2025-06-30,15,2.653775858671651e-08,2.7199759783051024e-08,3.092611636194746e-08,1.4796004375446962e-08,ampliado_15pct,118,12.711864406779661
Profuturo,LU0815264279,isin,LU0815264279,MSI Mang,USD,2022-03-31,2024-03-29,13,8.58704456932899e-09,0.006247495786885646,0.0167964578793353,3.6205068328944494e-09,ampliado_15pct,118,11.016949152542372
Profuturo,LU0815264279,isin,LU0815264279,Morgan Stanley Investment Management Inc.,USD,2024-04-30,2025-06-30,15,8.006051776201133e-09,7.784445963686728e-09,9.30186183758668e-09,4.192748365647235e-09,ampliado_15pct,118,12.711864406779661
Profuturo,LU0858455784,isin,LU0858455784,Robeco Luxembourg S.A.,USD,2025-07-31,2025-12-31,6,0.01031835066624755,0.010558961478137667,0.0113806492974467,0.0070168502790561495,ampliado_15pct,118,5.084745762711865
Profuturo,LU0939496179,isin,LU0939496179,LARRAINVIAL ASSET MANAGEMENT SICAV,USD,2024-04-30,2025-12-31,21,0.005345065051587,0.0114610668941206,0.0296023764773385,0.0034450523442353,ampliado_15pct,118,17.796610169491526
Profuturo,LU0939496179,isin,LU0939496179,LarrainVial AM,USD,2022-03-31,2024-03-29,13,0.0190779337091776,0.01956933084083766,0.0225553615883573,0.0085871059450978,ampliado_15pct,118,11.016949152542372
Profuturo,LU0946219929,isin,LU0946219929,Jupiter Asset Management International S.A.,USD,2024-05-31,2025-06-30,14,0.005764172786713,0.006685921771815208,0.015999843873275,0.0026192085882279,ampliado_15pct,118,11.864406779661017
Profuturo,LU1079841513,isin,LU1079841513,OSSIAM LUX,EUR,2018-03-30,2018-03-30,1,0.0159975887027889,0.0159975887027889,0.0159975887027889,0.0102981048216397,ampliado_15pct,118,0.847457627118644
Profuturo,LU1079841513,isin,LU1079841513,OSSIAM LUX,USD,2017-08-31,2023-01-31,56,0.01639148677087615,0.014000062905755244,0.0449746918964238,0.01042792216759965,ampliado_15pct,118,47.45762711864407
Profuturo,LU1086912554,isin,LU1086912554,NNIPL,EUR,2017-05-31,2019-07-31,26,0.01350686732920095,0.012595098448481997,0.0153722828538325,0.008779448564107499,ampliado_15pct,118,22.033898305084744
Profuturo,LU1086912554,isin,LU1086912554,NNIPL,USD,2018-03-30,2018-03-30,1,0.0146300126095128,0.0146300126095128,0.0146300126095128,0.0094177570253702,ampliado_15pct,118,0.847457627118644
Profuturo,LU1102506067,isin,LU1102506067,FIL Investment Management (Luxembourg) S.A.,USD,2024-04-30,2025-06-30,15,3.1235470873807115e-08,3.227597418578031e-08,3.660622884325583e-08,1.7382137644085968e-08,ampliado_15pct,118,12.711864406779661
Profuturo,LU1102506067,isin,LU1102506067,FILIMSA,USD,2022-11-30,2024-03-29,12,3.644794600837485e-08,0.0048150016392288575,0.014823599856761,1.565665215210689e-08,ampliado_15pct,118,10.16949152542373
Profuturo,LU1130125799,isin,LU1130125799,Aberdeen GS,USD,2021-02-26,2024-03-29,24,3.795030303084471e-08,0.0025545444803240637,0.0107179783210273,1.7287223589740406e-08,ampliado_15pct,118,20.33898305084746
Profuturo,LU1130125799,isin,LU1130125799,Aberdeen Global Services S.A.,USD,2024-04-30,2025-06-30,15,2.78519432015522e-08,2.7806788421267155e-08,3.24529760169272e-08,1.5588893419517053e-08,ampliado_15pct,118,12.711864406779661
Profuturo,LU1217871059,isin,LU1217871059,GOLDMAN SACHS ASSET MANAGEMENT,JPY,2024-10-31,2025-06-30,9,3.205956326122878e-07,0.004885198878515091,0.0149843535540363,1.9622434456372362e-07,ampliado_15pct,118,7.627118644067797
Profuturo,LU1235249262,isin,LU1235249262,Ninety One Global Natural Resources,USD,2024-10-31,2025-06-30,9,4.323379211202366e-08,0.0070616762754116165,0.0169315656910496,2.5283409529984343e-08,ampliado_15pct,118,7.627118644067797
Profuturo,LU1240965456,isin,LU1240965456,Invesco Managem,EUR,2017-06-30,2024-03-29,67,0.0079409454307781,0.013953037850935058,0.0371045154420493,0.0052681932479279,ampliado_15pct,118,56.779661016949156
Profuturo,LU1240965456,isin,LU1240965456,Invesco Managem,SIN_DATO,2018-03-30,2018-03-30,1,0.0352860844059707,0.0352860844059707,0.0352860844059707,0.0227146604847118,ampliado_15pct,118,0.847457627118644
Profuturo,LU1240965456,isin,LU1240965456,Invesco Management S.A.,EUR,2024-04-30,2025-06-30,15,5.5135135794732644e-08,5.596630354316903e-08,6.361985211362177e-08,2.972616037085729e-08,ampliado_15pct,118,12.711864406779661
Profuturo,LU1244895048,isin,LU1244895048,Edmond de Rothschild Asset Management Luxembo,USD,2024-10-31,2025-11-28,14,0.0185947690654909,0.0185905500148846,0.0213904905764458,0.0112442629745867,ampliado_15pct,118,11.864406779661017
Profuturo,LU1244895048,isin,LU1244895048,Edmond de Rothschild Asset Management Luxembourg,USD,2024-08-30,2024-09-30,2,0.0121297336262474,0.0121297336262474,0.0126519700452411,0.006413244999075651,ampliado_15pct,118,1.694915254237288
Profuturo,LU1279333329,isin,LU1279333329,Pictet Asset Management (Europe) S.A.,USD,2024-10-31,2025-06-30,9,3.913429467939545e-07,0.0028238523214443745,0.0085689971653993,2.3679030710076666e-07,ampliado_15pct,118,7.627118644067797
Profuturo,LU1397645281,isin,LU1397645281,Candriam Luxemb,EUR,2018-01-31,2024-03-29,60,0.0175923975686898,0.017901766603144208,0.0376793734754141,0.01093633539743685,ampliado_15pct,118,50.847457627118644
Profuturo,LU1397645281,isin,LU1397645281,Candriam Luxemb,SIN_DATO,2018-03-30,2018-03-30,1,0.0189669132736289,0.0189669132736289,0.0189669132736289,0.0122095438671159,ampliado_15pct,118,0.847457627118644
Profuturo,LU1397645281,isin,LU1397645281,Candriam Luxembourg,EUR,2024-04-30,2025-06-30,15,6.979752939385903e-06,7.168064081213067e-06,8.0687970154242e-06,3.9066080193853e-06,ampliado_15pct,118,12.711864406779661
Profuturo,LU1562332939,isin,LU1562332939,Henderson,JPY,2017-06-30,2020-05-29,35,3.7882141110703466e-06,0.00136679108069444,0.0085373576214116,2.4022120872714905e-06,ampliado_15pct,118,29.66101694915254
Profuturo,LU1562332939,isin,LU1562332939,Henderson,SIN_DATO,2018-03-30,2018-03-30,1,3.6440873913560703e-06,3.6440873913560703e-06,3.6440873913560703e-06,2.3458031477492707e-06,ampliado_15pct,118,0.847457627118644
Profuturo,LU1571394011,isin,LU1571394011,DWS,EUR,2023-12-29,2024-03-29,4,0.0135663710686931,0.013477277200106075,0.0138568404961294,0.0055926658656428,ampliado_15pct,118,3.389830508474576
Profuturo,LU1571394011,isin,LU1571394011,DWS INVESTMENT SA,EUR,2024-10-31,2025-12-31,15,0.0080791602202679,0.005255528480534072,0.009499535777713,0.0054889072595539,ampliado_15pct,118,12.711864406779661
Profuturo,LU1571394011,isin,LU1571394011,DWS Investment S.A.,EUR,2024-04-30,2024-09-30,6,0.005306023532691551,0.007323546613048117,0.0124155582422356,0.00261993866999495,ampliado_15pct,118,5.084745762711865
Profuturo,LU1701697515,isin,LU1701697515,Invesco Management S.A.,USD,2024-11-29,2024-12-31,2,0.01597083691571155,0.01597083691571155,0.0162155449402228,0.008740527748006901,ampliado_15pct,118,1.694915254237288
Profuturo,LU1863154644,isin,LU1863154644,Waystone MC Lu,USD,2022-03-31,2024-03-29,13,5.734680212670266e-06,0.004327646939511211,0.0174676154383346,2.3513200086256376e-06,ampliado_15pct,118,11.016949152542372
Profuturo,LU1863154644,isin,LU1863154644,Waystone Management Company (Lux) S.A,USD,2024-04-30,2025-06-30,15,4.017033212272618e-06,4.2051711929346675e-06,5.387194495073329e-06,2.2315096702095723e-06,ampliado_15pct,118,12.711864406779661
Profuturo,LU1865158890,isin,LU1865158890,THREADNEEDLE IN,EUR,2019-02-28,2024-03-29,48,0.02843458917343615,0.023670104294467528,0.0423689207724715,0.0165326694488018,ampliado_15pct,118,40.67796610169492
Profuturo,LU1865158890,isin,LU1865158890,THREADNEEDLE INVESTMENT SERVICES LIMITED,EUR,2024-10-31,2025-07-31,10,4.646182594604915e-05,4.7240005897819364e-05,5.308203892098303e-05,2.7186066626691164e-05,ampliado_15pct,118,8.47457627118644
Profuturo,LU1865158890,isin,LU1865158890,Threadneedle Investment Services Limited,EUR,2024-04-30,2024-09-30,6,5.5618091629795855e-05,5.537764702606205e-05,5.931384263847256e-05,2.4164310588363355e-05,ampliado_15pct,118,5.084745762711865
Profuturo,LU1866781336,isin,LU1866781336,GRAM,EUR,2018-10-31,2024-03-29,52,0.0323443643088925,0.03276268347572593,0.0658605083623472,0.01871280804596035,ampliado_15pct,118,44.06779661016949
Profuturo,LU1866781336,isin,LU1866781336,Groupama Asset Management,EUR,2024-04-30,2025-06-30,15,4.325090903371817e-06,4.448094882750287e-06,5.247429967437603e-06,2.385441904226749e-06,ampliado_15pct,118,12.711864406779661
Profuturo,LU1951186714,isin,LU1951186714,UBS,USD,2020-05-29,2024-03-29,33,0.0338181225803262,0.025540651039606732,0.0565409293729134,0.0188520226635303,ampliado_15pct,118,27.966101694915253
Profuturo,LU1951186714,isin,LU1951186714,UBS GLOBAL ASSET MANAGEMENT (US) INC.,USD,2024-10-31,2025-06-30,9,1.472328638348625e-07,1.5054825908542038e-07,1.6179123351272796e-07,8.94201656600003e-08,ampliado_15pct,118,7.627118644067797
Profuturo,LU1951186714,isin,LU1951186714,UBS Global Asset Management (US) Inc.,USD,2024-04-30,2024-09-30,6,1.5445868828557708e-07,1.5332679616531593e-07,1.7135591985998036e-07,6.833457937086337e-08,ampliado_15pct,118,5.084745762711865
Profuturo,LU2055182070,isin,LU2055182070,JP MORGAN ASSET,USD,2021-10-29,2024-03-29,16,0.0100355314755862,0.0072888141278553645,0.016933775495693,0.004364922891561649,ampliado_15pct,118,13.559322033898304
Profuturo,LU2055182070,isin,LU2055182070,JP MORGAN ASSET MANAGMENT (EUROPE),USD,2024-10-31,2025-06-30,9,1.2821593744462096e-07,1.2556606276204337e-07,1.4262296278497676e-07,7.20418778644959e-08,ampliado_15pct,118,7.627118644067797
Profuturo,LU2055182070,isin,LU2055182070,JP Morgan Asset Managment (Europe),USD,2024-04-30,2024-09-30,6,1.3373564662882017e-07,1.3278360734012686e-07,1.475443313074351e-07,5.931033653998924e-08,ampliado_15pct,118,5.084745762711865
Profuturo,LU2134542260,isin,LU2134542260,BlackRock Lu,USD,2024-03-29,2024-03-29,1,0.0134756700623231,0.0134756700623231,0.0134756700623231,0.0055067340307823,ampliado_15pct,118,0.847457627118644
Profuturo,LU2134542260,isin,LU2134542260,BlackRock Luxembourg S.A.,USD,2024-04-30,2025-06-30,15,0.0088189554877509,0.014758338716338908,0.0544039964681094,0.0039268327416302,ampliado_15pct,118,12.711864406779661
Profuturo,LU2308715312,isin,LU2308715312,ALLIANZ,USD,2022-01-31,2024-03-29,14,2.3806682161985918e-06,0.006177836182389451,0.0242190325823391,1.027072055005475e-06,ampliado_15pct,118,11.864406779661017
Profuturo,LU2308715312,isin,LU2308715312,ALLIANZ GLOBAL INVESTORS,USD,2024-10-31,2025-06-30,9,2.0024351270243646e-06,1.9643131820708274e-06,2.2072450197803445e-06,1.1316850169073004e-06,ampliado_15pct,118,7.627118644067797
Profuturo,LU2308715312,isin,LU2308715312,Allainz Global Investors,USD,2024-04-30,2024-09-30,6,2.1082870961784508e-06,2.102435378749377e-06,2.312922932814837e-06,9.366429944629949e-07,ampliado_15pct,118,5.084745762711865
Profuturo,LU2501015387,isin,LU2501015387,BlackRock Lu,EUR,2024-03-29,2024-03-29,1,0.0141892078321075,0.0141892078321075,0.0141892078321075,0.0057983160226942,ampliado_15pct,118,0.847457627118644
Profuturo,LU2501015387,isin,LU2501015387,BlackRock Luxembourg S.A.,EUR,2024-04-30,2025-06-30,15,0.0128593242764327,0.012301126947341952,0.0353460309241705,0.0057429852915181,ampliado_15pct,118,12.711864406779661
Profuturo,LU2791994721,isin,LU2791994721,Auna S.A.A.,USD,2024-04-30,2025-07-31,16,0.013537891197834849,0.012018919743550419,0.0190405936334564,0.00690688755380155,ampliado_15pct,118,13.559322033898304
Profuturo,"Lexington Capital Partners VII (Offshore), L.P.",fondo_sin_isin,,Lexington Partn,EUR,2018-03-30,2018-03-30,1,0.0010258348823575,0.0010258348823575,0.0010258348823575,0.0006603592169093,ampliado_15pct,118,0.847457627118644
Profuturo,"Lexington Capital Partners VII (Offshore), L.P.",fondo_sin_isin,,Lexington Partn,SIN_DATO,2018-07-31,2018-07-31,1,0.0010251781980381,0.0010251781980381,0.0010251781980381,0.0006427573227302,ampliado_15pct,118,0.847457627118644
Profuturo,"Lexington Capital Partners VII (Offshore), L.P.",fondo_sin_isin,,Lexington Partn,USD,2015-01-30,2024-03-29,95,0.0011387429618566,0.0012642027807535663,0.0020481769334801,0.0006572782359659,ampliado_15pct,118,80.50847457627118
Profuturo,"Lexington Capital Partners VII (Offshore), L.P.",fondo_sin_isin,,Lexington Partners GP Holdings VII LLC,USD,2024-04-30,2025-12-31,21,0.0005286883033756,0.00045403298837934765,0.0008977862746231,0.0002962475468554,ampliado_15pct,118,17.796610169491526
Profuturo,Lexington Capital Partners VIII-A feeder LP,fondo_sin_isin,,Lexington GP 8,SIN_DATO,2018-07-31,2018-07-31,1,0.0195338156399681,0.0195338156399681,0.0195338156399681,0.0122471420748894,ampliado_15pct,118,0.847457627118644
Profuturo,Lexington Capital Partners VIII-A feeder LP,fondo_sin_isin,,Lexington GP 8,USD,2015-09-30,2024-03-29,88,0.02573096482884625,0.03138420707721226,0.0801588011853894,0.0160110726778833,ampliado_15pct,118,74.57627118644068
Profuturo,Lexington Capital Partners VIII-A feeder LP,fondo_sin_isin,,Lexington Partners GP Holdings VIII LLC,USD,2024-04-30,2025-12-31,21,0.0467250827796513,0.04421157266298804,0.063058683611412,0.0254553281824626,ampliado_15pct,118,17.796610169491526
Profuturo,MX0MGO0000H9,isin,MX0MGO0000H9,GOB MEX,MXN,2019-01-31,2019-10-31,10,0.00011731324296865001,0.002562168956784287,0.0125521529390338,7.165527924827025e-05,ampliado_15pct,118,8.47457627118644
Profuturo,MX0MGO0000J5,isin,MX0MGO0000J5,GOB MEX,MXN,2019-01-31,2024-03-29,49,0.0004279794980737,0.0024072000892823,0.0125063528352114,0.0002169248678609,ampliado_15pct,118,41.52542372881356
Profuturo,MX0MGO0000J5,isin,MX0MGO0000J5,Gobierno de México,MXN,2024-04-30,2024-08-30,5,0.0005332334438596,0.00051591660486484,0.0005735986707519,0.0002379808091938,ampliado_15pct,118,4.23728813559322
Profuturo,MX0MGO0000N7,isin,MX0MGO0000N7,GOB MEX,MXN,2019-09-30,2019-10-31,2,0.0104424935888372,0.0104424935888372,0.0105310773301474,0.00619957330515645,ampliado_15pct,118,1.694915254237288
Profuturo,MXBIGO000NO8,isin,MXBIGO000NO8,GOB MEX,MXN,2019-04-30,2019-08-30,5,0.0127637493487471,0.011760382869425361,0.0134706299529722,0.0080045657444882,ampliado_15pct,118,4.23728813559322
Profuturo,MXBIGO000OK4,isin,MXBIGO000OK4,GOB MEX,MXN,2019-12-31,2020-02-28,3,0.004284764021204,0.004278587315265134,0.0045847469772339,0.0024982370016753,ampliado_15pct,118,2.5423728813559325
Profuturo,PAI Europe VII-1 S.L.P.,fondo_sin_isin,,PAI Europe VII GP SAS,EUR,2024-04-30,2024-09-30,6,0.00977321247148295,0.009801341284181083,0.0106147689948753,0.00433197053041645,ampliado_15pct,118,5.084745762711865
Profuturo,PAI69PA00017,isin,PAI69PA00017,Avianca,COP,2015-01-30,2015-07-31,6,0.0028235402456998,0.0028798616225528834,0.003424136541267,0.0018014172319743998,ampliado_15pct,118,5.084745762711865
Profuturo,PAI69PA00017,isin,PAI69PA00017,Avianca,SIN_DATO,2015-02-27,2015-02-27,1,0.0031814185500073,0.0031814185500073,0.0031814185500073,0.0020308322970173,ampliado_15pct,118,0.847457627118644
Profuturo,"Pantheon Asia Fund VI, L.P.",fondo_sin_isin,,PASIA VI,SIN_DATO,2018-07-31,2018-07-31,1,0.0008277707762853,0.0008277707762853,0.0008277707762853,0.0005189885319622,ampliado_15pct,118,0.847457627118644
Profuturo,"Pantheon Asia Fund VI, L.P.",fondo_sin_isin,,PASIA VI,USD,2015-01-30,2024-03-29,96,0.0008814503755517501,0.0010719121334646542,0.0022008861605899,0.00055557744341245,ampliado_15pct,118,81.35593220338984
Profuturo,"Pantheon Asia Fund VI, L.P.",fondo_sin_isin,,PASIA VI GP LLC,USD,2024-04-30,2025-12-31,21,0.0011280134969129,0.0010526577019429714,0.0014541524352386,0.0006176110489848,ampliado_15pct,118,17.796610169491526
Profuturo,"Partners Group Direct Equity 2016 (USD) C-G, L.P",fondo_sin_isin,,Partners GMVII,SIN_DATO,2018-07-31,2018-07-31,1,0.0033544740768057,0.0033544740768057,0.0033544740768057,0.0021031590224038,ampliado_15pct,118,0.847457627118644
Profuturo,"Partners Group Direct Equity 2016 (USD) C-G, L.P",fondo_sin_isin,,Partners GMVII,USD,2017-08-31,2024-03-29,65,0.016492016502484,0.016073745795427512,0.0351488338080054,0.0095661549819565,ampliado_15pct,118,55.08474576271186
Profuturo,"Partners Group Direct Equity 2016 (USD) C-G, L.P",fondo_sin_isin,,Partners Group Management VII Limited,USD,2024-04-30,2025-12-31,21,0.0220347716181446,0.02041215983173329,0.0267569175540883,0.0112761710429842,ampliado_15pct,118,17.796610169491526
Profuturo,Partners Group Direct Investment 2012,fondo_sin_isin,,PGM X Ltd,EUR,2018-03-30,2018-03-30,1,0.0083340138232235,0.0083340138232235,0.0083340138232235,0.0053648427604335,ampliado_15pct,118,0.847457627118644
Profuturo,Partners Group Direct Investment 2012,fondo_sin_isin,,PGM X Ltd,SIN_DATO,2018-07-31,2018-07-31,1,0.0089234604871847,0.0089234604871847,0.0089234604871847,0.0055947537542333,ampliado_15pct,118,0.847457627118644
Profuturo,Partners Group Direct Investment 2012,fondo_sin_isin,,PGM X Ltd,USD,2015-01-30,2024-03-29,95,0.0093564695129602,0.011248365787719657,0.0252409304206968,0.0058216177444421,ampliado_15pct,118,80.50847457627118
Profuturo,Partners Group Direct Investment 2012,fondo_sin_isin,,Partners Group Management X Limited,USD,2024-04-30,2025-12-31,21,0.0107368816993017,0.008820669042642839,0.0129641818671084,0.005330798125785,ampliado_15pct,118,17.796610169491526
Profuturo,"Partners Group Direct Investments 2009, L.P.",fondo_sin_isin,,PARTNERS GROUP,EUR,2015-01-30,2024-03-29,95,0.0018211995802348,0.0017932599551771674,0.0037591434728017,0.0011408861238706,ampliado_15pct,118,80.50847457627118
Profuturo,"Partners Group Direct Investments 2009, L.P.",fondo_sin_isin,,PARTNERS GROUP,SIN_DATO,2018-07-31,2018-07-31,1,0.0016625755969917,0.0016625755969917,0.0016625755969917,0.0010423872080035,ampliado_15pct,118,0.847457627118644
Profuturo,"Partners Group Direct Investments 2009, L.P.",fondo_sin_isin,,PARTNERS GROUP,USD,2018-03-30,2018-03-30,1,0.0018346466460789,0.0018346466460789,0.0018346466460789,0.0011810144530529,ampliado_15pct,118,0.847457627118644
Profuturo,"Partners Group Direct Investments 2009, L.P.",fondo_sin_isin,,PARTNERS GROUP MANAGEMENT VI LIMITED,EUR,2024-10-31,2025-12-31,15,0.0004156781543562,0.00040799682733717337,0.0004948141745016,0.0002598335750741,ampliado_15pct,118,12.711864406779661
Profuturo,"Partners Group Direct Investments 2009, L.P.",fondo_sin_isin,,Partners Group Management VI Limited,EUR,2024-04-30,2024-09-30,6,0.00045358310388975,0.00045096005574488335,0.000496076775157,0.00020803735319595,ampliado_15pct,118,5.084745762711865
Profuturo,Partners Group Secondary 2011,fondo_sin_isin,,PG SecPF,EUR,2018-03-30,2018-03-30,1,0.0012438357618025,0.0012438357618025,0.0012438357618025,0.0008006926102377,ampliado_15pct,118,0.847457627118644
Profuturo,Partners Group Secondary 2011,fondo_sin_isin,,PG SecPF,SIN_DATO,2018-07-31,2018-07-31,1,0.0012058686002709,0.0012058686002709,0.0012058686002709,0.0007560450217902,ampliado_15pct,118,0.847457627118644
Profuturo,Partners Group Secondary 2011,fondo_sin_isin,,PG SecPF,USD,2015-01-30,2024-03-29,95,0.0012461488197041,0.001267601775389141,0.0018925660109541,0.0006996255134634,ampliado_15pct,118,80.50847457627118
Profuturo,Partners Group Secondary 2011,fondo_sin_isin,,"Partners Group Secondary 2011 (USD), L.P. Inc",USD,2024-10-31,2025-12-31,15,0.0003932449682239,0.00041865049582268663,0.0007567348213394,0.0002525598711016,ampliado_15pct,118,12.711864406779661
Profuturo,Partners Group Secondary 2011,fondo_sin_isin,,"Partners Group Secondary 2011 (USD), L.P. Inc.",USD,2024-04-30,2024-09-30,6,0.0007807863054001,0.0008003641301050334,0.0009334782809289,0.00038041666383,ampliado_15pct,118,5.084745762711865
Profuturo,SCHLUMBERGER,isin,SCHLUMBERGER,SCC,SIN_DATO,2015-01-30,2015-01-30,1,0.0133965780384268,0.0133965780384268,0.0133965780384268,0.0084535461468889,ampliado_15pct,118,0.847457627118644
