afp,modelo_codigo,familia,parametros,umbral,brier,auc,prevalencia_caida_pct,n,n_alertas,tp,fp,fn,tn,precision_alerta_pct,cobertura_caidas_pct,falsas_alarmas_pct,cobertura_alertas_pct,puntaje_control_riesgo
Prima,gradient_d3_lr0.05,gradient_boosting,"{""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 160}",0.65,0.24803919026934415,0.5776140916364958,48.31649831649832,594,0,0,0,287,307,,0.0,0.0,0.0,0.0
Prima,gradient_d3_lr0.05,gradient_boosting,"{""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 160}",0.7,0.24803919026934415,0.5776140916364958,48.31649831649832,594,0,0,0,287,307,,0.0,0.0,0.0,0.0
Prima,gradient_d3_lr0.05,gradient_boosting,"{""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 160}",0.75,0.24803919026934415,0.5776140916364958,48.31649831649832,594,0,0,0,287,307,,0.0,0.0,0.0,0.0
Profuturo,logistica_c0.1,regresion_logistica,"{""C"": 0.1}",0.55,0.250850550985622,0.5291288566243194,48.821548821548824,594,0,0,0,290,304,,0.0,0.0,0.0,0.0
Profuturo,logistica_c0.1,regresion_logistica,"{""C"": 0.1}",0.6,0.250850550985622,0.5291288566243194,48.821548821548824,594,0,0,0,290,304,,0.0,0.0,0.0,0.0
Profuturo,logistica_c0.1,regresion_logistica,"{""C"": 0.1}",0.65,0.250850550985622,0.5291288566243194,48.821548821548824,594,0,0,0,290,304,,0.0,0.0,0.0,0.0
Profuturo,logistica_c0.1,regresion_logistica,"{""C"": 0.1}",0.7,0.250850550985622,0.5291288566243194,48.821548821548824,594,0,0,0,290,304,,0.0,0.0,0.0,0.0
Profuturo,logistica_c0.1,regresion_logistica,"{""C"": 0.1}",0.75,0.250850550985622,0.5291288566243194,48.821548821548824,594,0,0,0,290,304,,0.0,0.0,0.0,0.0
Profuturo,logistica_c1,regresion_logistica,"{""C"": 1.0}",0.55,0.25147700449076377,0.5210072595281307,48.821548821548824,594,0,0,0,290,304,,0.0,0.0,0.0,0.0
Profuturo,logistica_c1,regresion_logistica,"{""C"": 1.0}",0.6,0.25147700449076377,0.5210072595281307,48.821548821548824,594,0,0,0,290,304,,0.0,0.0,0.0,0.0
Profuturo,logistica_c1,regresion_logistica,"{""C"": 1.0}",0.65,0.25147700449076377,0.5210072595281307,48.821548821548824,594,0,0,0,290,304,,0.0,0.0,0.0,0.0
Profuturo,logistica_c1,regresion_logistica,"{""C"": 1.0}",0.7,0.25147700449076377,0.5210072595281307,48.821548821548824,594,0,0,0,290,304,,0.0,0.0,0.0,0.0
Profuturo,logistica_c1,regresion_logistica,"{""C"": 1.0}",0.75,0.25147700449076377,0.5210072595281307,48.821548821548824,594,0,0,0,290,304,,0.0,0.0,0.0,0.0
Profuturo,logistica_c10,regresion_logistica,"{""C"": 10.0}",0.55,0.252000197292353,0.5170598911070781,48.821548821548824,594,0,0,0,290,304,,0.0,0.0,0.0,0.0
