fecha,SPY,NEM,FCX,EPU,MCHI,EEM,USD_PEN,ret_SPY,ret_NEM,ret_FCX,ret_EPU,ret_MCHI,ret_EEM,ret_USD_PEN
2025-10-27,685.239990234375,78.62999725341797,41.09999847412109,61.54999923706055,65.58999633789062,55.709999084472656,3.386,0.0117976969130675,-0.0568550478230419,-0.0065264796890187,-0.0011359898740277,0.0167415000138964,0.0110707917830172,0.0002954209748893
2025-10-28,687.0599975585938,79.33999633789062,41.16999816894531,62.52999877929688,65.12000274658203,55.68999862670898,3.392,0.0026560144623144,0.009029621127728,0.0017031556550615,0.0159220073823533,-0.0071656291744154,-0.0003590101973138,0.0017720023626697
2025-10-29,687.3900146484375,79.66999816894531,42.18999862670898,63.119998931884766,65.48999786376953,56.0099983215332,3.392,0.0004803322723145,0.0041593376138975,0.024775334057048,0.0094354735983657,0.0056817429604134,0.0057460891132208,0.0
2025-10-30,679.8300170898438,82.30999755859375,41.72999954223633,63.11000061035156,64.37999725341797,55.43000030517578,3.384,-0.0109981195500203,0.0331366819420548,-0.0109030362513794,-0.0001584018013687,-0.0169491624150081,-0.0103552585920082,-0.0023584905660377
2025-10-31,682.0599975585938,80.97000122070312,41.70000076293945,62.77999877929688,63.56999969482422,55.29999923706055,3.369,0.0032802030105936,-0.0162798733767027,-0.0007188780164378,-0.0052289942618153,-0.0125815096792466,-0.0023453196355673,-0.0044326241134751
2025-11-03,683.3400268554688,81.62000274658203,41.18000030517578,62.15999984741211,63.54999923706055,55.650001525878906,3.378,0.0018767107020742,0.008027683291089,-0.0124700347302108,-0.0098757397887879,-0.0003146210139953,0.0063291554004905,0.0026714158504006
2025-11-04,675.239990234375,78.9000015258789,39.41999816894531,60.310001373291016,62.72999954223633,54.630001068115234,3.386,-0.0118535960177362,-0.0333251792351481,-0.0427392453420953,-0.0297618802873615,-0.0129032211592226,-0.0183288486935502,0.0023682652457075
2025-11-05,677.5800170898438,81.62999725341797,40.209999084472656,61.38999938964844,63.36000061035156,55.119998931884766,3.3705,0.0034654743340312,0.034600705636788,0.0200406126895686,0.0179074447316414,0.0100430587073583,0.0089693914367414,-0.0045776727702304
2025-11-06,670.3099975585938,82.52999877929688,38.650001525878906,61.75,63.970001220703125,54.709999084472656,3.376,-0.0107293889251253,0.0110253773877375,-0.0387962594904945,0.0058641572557542,0.0096275347928564,-0.0074383137764347,0.0016318053701231
2025-11-07,670.969970703125,83.38999938964844,39.810001373291016,61.77000045776367,63.61000061035156,54.54999923706055,3.377,0.0009845789961884,0.0104204607181854,0.030012931477775,0.0003238940528529,-0.0056276473891179,-0.0029245083182156,0.0002962085308055
